RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4907,15571244,Tung,809,Spain,Female,33,3,0.0,2,0,1,141426.78,0
6787,15652069,Calabrese,833,France,Male,30,1,0.0,2,1,0,141860.62,0
8761,15727819,Hartley,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1
1060,15812197,Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74,0
7115,15575243,Gorbunova,764,France,Female,39,1,129068.54,2,1,1,187905.12,0
4111,15801630,Yen,558,France,Male,40,6,0.0,2,1,0,173844.89,0
164,15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0
2626,15600724,Scott,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0
2986,15631912,T'ao,840,France,Male,30,8,136291.71,1,1,0,54113.38,0
9518,15738042,Goliwe,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0
5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
3201,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
6829,15806134,Storey,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1
2426,15630167,Gibson,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0
6212,15793116,Beneventi,502,Germany,Female,40,7,117304.29,1,0,0,196278.32,0
5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
3944,15671915,Bowen,649,France,Male,46,5,0.0,2,1,1,76946.6,0
4652,15579996,Iroawuchi,524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0
4526,15612633,Kao,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
2149,15811842,Artemyeva,630,Spain,Male,26,7,0.0,2,1,1,6656.64,0
460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0
8924,15570002,Burlingame,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1
3452,15700864,Fiorentini,607,France,Female,21,0,0.0,2,1,0,116106.52,0
2572,15652527,Champion,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
7065,15777994,Woods,718,France,Female,39,3,0.0,2,1,1,145355.11,0
8671,15758702,Watson,705,France,Female,55,8,0.0,2,1,1,14392.68,0
3172,15589449,Frye,815,France,Female,56,3,0.0,3,1,1,94248.16,1
6319,15686835,Crawford,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
8474,15802009,Mazzi,770,France,Female,33,6,0.0,2,1,1,126131.9,0
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1
6776,15751455,Boyle,469,France,Female,48,5,0.0,1,1,0,160529.71,1
9692,15754599,K'ung,765,France,Male,42,4,123311.39,2,1,1,82868.34,0
2330,15639415,Thompson,850,France,Male,35,3,162442.35,1,1,0,183566.78,0
672,15674991,Kao,667,France,Male,42,9,0.0,2,0,1,58137.42,0
9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0
453,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
3997,15718789,Brigstocke,604,France,Male,30,5,0.0,2,1,0,75786.55,0
7307,15807546,Chinwendu,837,France,Female,38,2,0.0,2,1,1,46395.21,0
8660,15770631,Sutherland,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0
8383,15612594,Ifeanacho,599,Spain,Male,25,3,0.0,2,1,1,120790.02,0
7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
4121,15610105,Shen,666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
4139,15714355,Sinclair,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1
1137,15614220,Benson,750,France,Male,22,5,0.0,2,0,1,105125.65,0
5419,15651075,Ibrahimova,562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0
5202,15625675,Clements,569,France,Male,36,1,67087.69,1,1,0,154775.7,0
6686,15606861,Tien,636,France,Male,34,8,0.0,2,1,0,38570.13,0
1740,15730639,Fiorentino,715,France,Male,23,7,139224.92,2,1,0,65057.71,0
6541,15656322,Sandover,571,Germany,Male,33,3,71843.15,1,1,0,26772.04,0
7195,15778290,Lappin,799,France,Male,70,8,70416.75,1,1,1,36483.52,0
4458,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0
2388,15595588,Chukwunonso,773,Spain,Female,39,4,0.0,2,0,1,182081.45,0
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
4833,15808389,Iheatu,617,France,Female,79,7,0.0,1,1,1,160589.18,0
3267,15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0
5230,15793585,Anderson,675,France,Male,35,8,0.0,2,1,1,56642.97,0
3467,15631339,Adams,791,France,Male,28,4,0.0,1,1,0,174435.48,0
9256,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1
8156,15715715,Artyomova,799,Spain,Male,38,2,0.0,2,1,1,59297.34,0
5439,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0
4885,15569274,Pisano,678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1
3683,15572626,Mackenzie,620,Spain,Male,44,8,0.0,2,1,1,15627.51,0
4342,15665376,Lavrentiev,647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
6666,15599024,Hope,506,Spain,Male,32,8,0.0,2,0,1,182692.8,0
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
7345,15720725,Shubin,762,France,Male,28,2,0.0,2,1,0,167909.52,0
942,15676521,Y?an,696,France,Female,31,8,0.0,2,0,0,191074.11,0
5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
2657,15713267,Zimmer,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0
6919,15721116,Napolitano,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0
7887,15744979,Fowler,666,France,Female,36,8,0.0,1,0,1,158666.99,0
8469,15672983,Fernando,678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0
9065,15632816,Williams,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0
6230,15669741,Hou,777,France,Male,36,7,0.0,1,1,0,106472.34,0
3926,15701206,Torreggiani,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0
8514,15740602,Boyle,674,Germany,Female,27,4,111568.01,1,0,1,22026.18,0
8001,15629002,Hamilton,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0
9340,15722845,Meldrum,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1
8304,15728333,McBurney,521,France,Male,43,8,0.0,1,1,1,93180.09,0
8251,15688865,Wade,850,France,Female,35,9,0.0,2,0,0,25329.48,0
5509,15567442,Ibezimako,656,France,Female,75,3,0.0,2,1,1,1276.87,0
8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1
1677,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1
6965,15569249,Howarth,576,France,Female,55,6,44582.07,3,0,1,67539.85,1
3610,15657868,Serra,850,Germany,Male,40,6,94607.08,1,1,0,36690.49,0
8700,15684469,Hsiung,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0
4099,15621267,Ejimofor,637,France,Male,32,5,0.0,1,0,0,148769.08,0
4426,15805523,Nnaife,717,France,Female,28,1,90537.16,1,0,1,74800.99,0
1748,15659486,Yudina,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
606,15814035,Lawrence,601,France,Male,29,9,0.0,1,1,1,80393.27,0
967,15589805,Benson,563,France,Female,34,6,139810.34,1,1,1,152417.79,0
8307,15777060,Olszewski,770,France,Female,33,4,0.0,1,1,0,26080.54,1
7165,15713983,Mao,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1
463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
7231,15805627,Nebechukwu,670,France,Male,37,2,0.0,2,1,1,54229.74,0
8409,15583736,Shih,829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0
2452,15606507,Pisani,555,France,Male,24,5,0.0,2,1,0,27513.47,0
7957,15731569,Hudson,850,France,Male,81,5,0.0,2,1,1,44827.47,0
9670,15597739,Tu,674,France,Male,37,3,0.0,1,1,0,158049.9,0
4153,15662532,Holmes,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
9606,15733444,Phillips,736,France,Female,29,9,0.0,2,0,0,176152.7,0
6601,15697360,Yudina,505,France,Female,36,2,79951.9,1,0,1,174123.16,1
4753,15620111,Fan,659,France,Male,54,8,133436.52,1,1,0,56787.8,0
7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,0
5207,15632826,Tardent,493,France,Male,38,3,134006.77,1,1,0,89578.32,0
8074,15601030,Patel,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0
7650,15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24,0
2216,15770225,Padovesi,493,France,Male,36,9,0.0,2,1,1,65816.53,0
4605,15731760,Butcher,681,France,Male,25,5,0.0,1,0,1,90860.97,0
2985,15694946,Hanson,663,France,Male,35,9,0.0,2,1,1,195580.28,0
7517,15748649,Shen,644,France,Male,40,8,93183.19,1,1,0,73882.49,0
5013,15703106,K'ung,575,France,Male,40,5,0.0,2,1,1,122488.59,0
4961,15767626,Carpenter,811,France,Male,42,10,0.0,2,1,1,3797.79,0
9615,15615931,Aitken,746,France,Female,37,4,0.0,2,0,1,171039.56,0
495,15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
2603,15683521,Godfrey,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0
6566,15789936,T'ao,663,France,Female,33,2,0.0,2,1,0,153295.0,0
146,15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0
8909,15656522,Sutherland,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0
7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1
8937,15722991,McGregor,567,France,Male,54,9,96402.96,1,0,0,52035.29,1
6836,15618391,Doyle,810,France,Male,33,6,0.0,2,1,1,77965.67,0
4644,15672594,Stevenson,597,France,Female,60,0,131778.08,1,0,0,10703.53,1
6172,15673837,Ko,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0
2319,15648005,Russell,672,Spain,Male,33,2,0.0,2,1,1,182738.0,0
8883,15614643,Chifo,731,Spain,Female,39,2,0.0,2,1,0,136737.13,0
4471,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
8442,15677136,Okwukwe,624,France,Female,23,5,0.0,2,0,0,132418.59,0
1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0
4818,15760090,Pisano,640,France,Male,28,7,0.0,2,1,1,131097.9,0
9652,15580493,Chin,469,France,Male,33,1,127818.52,1,1,0,163477.22,0
7303,15708236,Wright,491,France,Female,72,6,91285.22,1,1,1,7032.95,0
4951,15771383,Loggia,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
9357,15734711,Loggia,373,France,Male,42,7,0.0,1,1,0,77786.37,1
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0
5350,15567246,Selwyn,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
8328,15766787,Piazza,707,France,Female,35,9,0.0,2,1,1,70403.65,0
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0
8406,15801351,Milanesi,583,France,Male,40,3,0.0,2,1,0,47728.0,0
7229,15707602,Macleod,539,France,Female,47,2,127286.04,2,1,1,166929.43,1
5180,15620000,Chambers,760,Germany,Male,34,6,121303.77,2,1,1,59325.21,0
5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
4062,15605333,Clancy,529,Spain,Male,31,6,0.0,1,1,0,10625.91,0
9833,15814690,Chukwujekwu,595,Germany,Female,64,2,105736.32,1,1,1,89935.73,1
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1
8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1
5605,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
5251,15720820,Sabbatini,462,Germany,Female,24,9,69881.09,2,0,1,64421.02,0
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1
7421,15765487,Kuo,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0
2737,15618225,Porter,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
4733,15653937,McIntyre,638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1
1977,15694192,Nwankwo,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0
6952,15738889,Shih,658,France,Male,42,8,102870.93,1,0,1,103764.55,1
751,15790314,Onuoha,649,France,Male,41,0,0.0,2,0,1,130567.02,0
5829,15684419,Wallace,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0
7558,15647295,Chin,426,France,Male,34,9,0.0,2,1,0,107876.91,0
3705,15753213,Lees,604,France,Female,34,7,0.0,2,1,0,193021.49,0
8301,15802625,Hardy,733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0
6818,15593128,Vinogradoff,608,France,Female,56,10,129255.2,2,1,0,142492.04,1
7067,15680643,Lo,729,Spain,Female,42,1,0.0,2,1,1,149535.97,0
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
1622,15777797,Kovalyova,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1
2487,15745001,Kovalev,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0
4983,15569120,Lucas,615,France,Male,30,7,0.0,2,1,1,156346.84,0
4166,15725478,McClemans,775,France,Male,60,7,0.0,2,1,1,111558.7,0
3384,15665766,T'ang,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
8536,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1
3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
8651,15731865,Unwin,637,France,Male,27,1,0.0,2,1,0,91291.2,0
3231,15769902,Christie,679,France,Female,33,6,0.0,2,1,1,98015.85,0
8574,15794159,Highett,633,France,Female,26,8,124281.84,1,1,1,60116.57,0
9754,15705174,Chiedozie,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0
4727,15721740,Pai,633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0
5040,15775490,Downie,660,France,Female,38,5,110570.78,2,1,0,195906.59,0
3343,15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0
4429,15742028,Udegbulam,602,France,Female,35,5,0.0,2,1,0,31050.02,0
2104,15630241,Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11,0
8320,15624343,Napolitani,650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0
5047,15708289,Graham,793,Spain,Male,25,3,100913.57,1,0,0,10579.72,0
1043,15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1,1,0,148218.86,0
5367,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
1432,15809772,Glover,667,France,Male,48,2,0.0,1,1,0,43229.2,0
9474,15690733,Angelo,608,Spain,Male,45,4,0.0,2,0,0,36697.48,1
2366,15751057,Douglas,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02,1
6112,15803337,Baresi,648,France,Male,23,9,168372.52,1,1,0,134676.72,0
2720,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
1623,15783955,Miah,697,France,Female,25,4,165686.11,2,1,0,15467.98,0
4414,15596575,Vale,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0
9802,15578878,Hancock,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0
3505,15700710,Chiebuka,490,France,Female,37,3,116465.53,1,0,1,24435.77,0
9908,15611247,McKenzie,481,France,Female,28,10,0.0,2,1,0,145215.96,0
6079,15730657,Ibekwe,548,France,Female,41,4,82596.8,1,0,1,55672.09,0
8878,15696371,Thomas,812,Spain,Female,24,1,92476.88,1,0,0,83247.14,0
8335,15610343,Marshall-Hall,705,France,Female,37,10,0.0,2,1,1,13935.53,1
5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1
7419,15647191,Lucchesi,677,France,Male,36,4,0.0,2,1,0,7824.31,0
3652,15628999,Townsend,732,France,Male,79,10,61811.23,1,1,1,104222.8,0
117,15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
4553,15655648,Bock,610,France,Female,25,2,0.0,2,1,0,123723.83,0
5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
443,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179.0,0
5158,15751185,Aparicio,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0
3764,15773868,Belov,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1
3766,15730273,Parsons,841,France,Male,27,8,0.0,1,1,0,171922.72,0
8914,15717307,Read,496,France,Male,31,5,0.0,2,1,0,93713.13,0
2302,15757577,Odili,676,France,Female,61,8,0.0,2,1,1,118522.73,0
7093,15723884,Nekrasova,758,Spain,Male,40,3,0.0,2,0,0,96097.65,0
2357,15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
2902,15603246,Genovesi,498,France,Male,73,2,170241.7,2,1,1,165407.96,0
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0
1167,15633419,Brooks,622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0
9253,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
913,15566091,Thomsen,545,Spain,Female,32,4,0.0,1,1,0,94739.2,0
6725,15756625,Crawford,752,France,Female,41,8,0.0,2,1,0,139844.04,1
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1
4865,15783225,Cocci,737,France,Male,54,9,0.0,1,1,0,83470.4,1
3487,15630661,Vasilyev,614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0
6843,15797787,Denisov,614,France,Male,36,1,118311.76,1,1,0,146134.68,0
3047,15779862,Lyons,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
3024,15697020,Hs?eh,618,France,Male,39,2,91068.56,1,1,0,26578.69,0
3163,15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0
3169,15680752,Horrocks,675,France,Female,49,0,0.0,1,1,1,80496.71,1
1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0
9656,15668971,Nicholson,583,France,Female,40,4,55776.39,2,1,0,26920.43,0
8493,15804104,Romani,494,France,Male,28,9,114731.76,2,0,1,79479.74,0
3213,15747097,Hs?,611,France,Male,35,10,0.0,1,1,1,23598.23,1
6123,15577313,Lionel,619,France,Male,44,3,116967.68,1,1,0,5075.17,1
8401,15632069,Kazantsev,776,France,Male,39,8,125211.55,2,1,0,144496.07,0
3655,15632365,Booth,542,Germany,Male,33,8,142871.27,2,0,0,77737.86,0
5131,15631721,Millar,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
8737,15744770,Stone,636,France,Male,44,2,0.0,2,0,0,86414.41,0
7563,15782089,Mullen,685,France,Male,33,6,0.0,1,1,0,58458.26,0
2342,15735388,Wayn,717,France,Female,25,7,108664.85,2,1,0,190011.85,0
995,15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
5070,15740878,Yao,655,Spain,Female,29,9,0.0,2,0,1,85736.26,0
3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,0,1,177017.39,0
697,15727299,Edgar,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1
6322,15689096,Beneventi,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
6575,15661290,Hightower,785,Germany,Female,38,9,107199.75,1,0,0,146398.51,0
9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
4216,15574213,Wilson,789,France,Female,53,1,158271.74,1,1,1,5036.39,1
7391,15764922,Tu,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0
3491,15809137,Sagese,453,France,Male,29,6,0.0,1,0,0,198376.02,1
1182,15624428,Longo,651,Germany,Female,24,7,40224.7,1,1,1,178341.33,0
5291,15743490,Zikoranachidimma,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
7882,15727138,Kulikova,774,Spain,Male,46,9,0.0,2,1,1,34774.26,0
9804,15776558,Nicholls,673,France,Male,31,1,108345.22,1,0,1,38802.03,0
8055,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1
3795,15621409,Endrizzi,496,France,Male,32,4,127845.83,1,1,0,66469.2,0
8109,15655232,Noble,437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0
808,15798906,Cox,628,France,Male,69,5,0.0,2,1,1,181964.6,0
4456,15782531,Chou,684,Spain,Female,31,8,0.0,2,1,0,188637.05,0
5167,15694644,Wood,455,Spain,Female,43,6,0.0,1,1,1,81250.79,0
8501,15584785,Ogochukwu,660,France,Male,37,2,97324.91,1,1,0,23291.83,0
6812,15771222,Oguejiofor,779,France,Female,42,5,0.0,2,0,0,25951.91,0
4820,15683157,Waring,613,France,Male,26,4,100446.57,1,0,1,149653.81,0
833,15797964,Cameron,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0
609,15607170,Boyle,699,France,Male,35,5,0.0,2,1,1,78397.24,0
1714,15630419,Davis,634,France,Male,44,9,149961.11,1,1,0,57121.51,0
9558,15757310,Otitodilichukwu,655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1
643,15809663,Donaldson,583,France,Female,27,1,125406.58,1,1,1,110784.42,0
9956,15611338,Kashiwagi,714,Spain,Male,29,4,0.0,2,1,1,37605.9,0
6997,15614962,Pavlova,623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0
2872,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0
1530,15697283,Mackenzie,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0
9838,15809124,T'ien,750,France,Male,38,5,151532.4,1,1,1,46555.15,0
2308,15732020,Rutherford,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0
7938,15775886,Su,670,France,Male,36,3,0.0,1,1,0,140754.19,1
8000,15591489,Davison,826,France,Male,26,5,142662.68,1,0,0,60285.3,0
6669,15793671,Watt,606,France,Male,34,5,0.0,1,1,0,161971.42,0
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
4935,15806913,Bishop,670,France,Female,54,2,95507.12,1,1,1,63213.31,0
2843,15785782,Ugonna,513,Spain,Male,48,2,0.0,1,1,1,114709.13,1
4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,52795.56,1
3671,15660809,Loving,850,France,Male,28,4,0.0,2,1,1,12409.01,0
5302,15606177,Crawford,672,France,Male,39,2,0.0,2,1,0,87372.49,0
485,15676519,George,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1
4360,15605425,Chia,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
9398,15672467,Coles,766,France,Female,52,7,92510.9,2,0,1,66193.61,0
1733,15680727,Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
6442,15711251,Chizuoke,514,France,Male,45,1,178827.79,1,1,0,60375.18,0
4285,15740175,Raynor,732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0
6048,15790247,Sims,536,Spain,Male,40,9,0.0,2,1,1,11959.03,0
676,15754605,Jarvis,563,France,Female,39,5,0.0,2,1,1,17603.81,0
6543,15785831,Sinclair,591,France,Male,35,7,183027.25,1,1,1,56028.79,0
8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
3940,15654611,Parry,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0
2180,15787459,Parkes,745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0
1836,15583718,Terry,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
1519,15634375,Duncan,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1
6945,15742607,Ermakov,850,Germany,Male,36,7,102800.72,1,1,1,87352.43,0
592,15604044,Mitchell,700,France,Male,38,8,134811.3,1,1,0,1299.75,0
3718,15623536,Madukwe,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1
9767,15795511,Vasiliev,800,Germany,Male,39,4,95252.72,1,1,0,13906.34,0
7478,15646190,Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,1
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
1484,15790683,Matthews,850,France,Male,36,1,104077.19,2,0,1,68594.0,0
4500,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
1708,15732832,Jideofor,707,France,Female,40,5,0.0,2,1,0,41052.82,0
2834,15680346,Chuang,683,Spain,Male,40,8,0.0,1,1,0,75848.22,0
3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
724,15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0
2445,15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0
18,15788218,Henderson,549,Spain,Female,24,9,0.0,2,1,1,14406.41,0
9220,15712596,Huang,499,France,Male,31,4,0.0,1,1,0,25950.49,0
8708,15754443,Fadden,443,France,Female,35,9,108308.0,1,1,0,129031.19,1
2566,15596088,Fanucci,705,France,Female,50,4,77065.9,2,0,1,145159.26,0
6506,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
1943,15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0
9312,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
